投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
4,ストレート,152km/h,ボール,ボー・タカハシ,福田 周平,2-0,●●
5,ストレート,151km/h,空三振,ボー・タカハシ,福田 周平,2-0,●●
1,ストレート,153km/h,ボール,ボー・タカハシ,宗 佑磨,2-0,●●
2,スプリット,135km/h,見逃し,ボー・タカハシ,宗 佑磨,2-0,●●
3,カーブ,125km/h,ボール,ボー・タカハシ,宗 佑磨,2-0,●●
4,カーブ,124km/h,ボール,ボー・タカハシ,宗 佑磨,2-0,●●
5,ストレート,152km/h,四球,ボー・タカハシ,宗 佑磨,2-0,●●
1,ストレート,151km/h,見逃し,ボー・タカハシ,吉田 正尚,2-0,●●●
2,スプリット,137km/h,右邪飛,ボー・タカハシ,吉田 正尚,2-0,●●●
1,フォーク,145km/h,見逃し,山本 由伸,呉 念庭,2-0,●
2,フォーク,148km/h,空振り,山本 由伸,呉 念庭,2-0,●
3,フォーク,147km/h,一ゴロ  [バットの先],山本 由伸,呉 念庭,2-0,●
1,フォーク,147km/h,空振り,山本 由伸,森 友哉,2-0,●●
2,ストレート,154km/h,ボール  [高めのつり球を要求],山本 由伸,森 友哉,2-0,●●
3,カーブ,128km/h,ボール,山本 由伸,森 友哉,2-0,●●
4,フォーク,148km/h,空振り  [ファウルチップ],山本 由伸,森 友哉,2-0,●●
5,ストレート,155km/h,見三振  [全く反応できず],山本 由伸,森 友哉,2-0,●●
1,フォーク,150km/h,ボール,山本 由伸,川越 誠司,2-0,●●●
2,フォーク,148km/h,ファウル,山本 由伸,川越 誠司,2-0,●●●
3,カーブ,128km/h,ボール,山本 由伸,川越 誠司,2-0,●●●
4,フォーク,148km/h,一ゴロ  [ノーヒットノーラン、チームメイトから手荒い祝福を受ける],山本 由伸,川越 誠司,2-0,●●●
1,ストレート,149km/h,見逃し,大関 友久,西川 遥輝,0-0,●
2,スライダー,133km/h,ボール,大関 友久,西川 遥輝,0-0,●
3,ストレート,150km/h,右飛,大関 友久,西川 遥輝,0-0,●
1,ストレート,148km/h,見逃し,大関 友久,小深田 大翔,0-0,●
2,ツーシーム,139km/h,ボール  [ワンバウンド],大関 友久,小深田 大翔,0-0,●
3,フォーク,137km/h,ボール,大関 友久,小深田 大翔,0-0,●
4,ストレート,149km/h,ファウル,大関 友久,小深田 大翔,0-0,●
5,ストレート,150km/h,死球,大関 友久,小深田 大翔,0-0,●
1,ストレート,147km/h,見逃し,大関 友久,浅村 栄斗,0-0,●●
2,ストレート,147km/h,ボール,大関 友久,浅村 栄斗,0-0,●●
3,フォーク,135km/h,見逃し,大関 友久,浅村 栄斗,0-0,●●
4,ストレート,148km/h,ボール,大関 友久,浅村 栄斗,0-0,●●
5,フォーク,138km/h,ファウル,大関 友久,浅村 栄斗,0-0,●●
6,ストレート,151km/h,空三振  [ファウルチップ],大関 友久,浅村 栄斗,0-0,●●
1,ストレート,149km/h,ボール,大関 友久,島内 宏明,0-0,●●
2,ストレート,150km/h,ボール,大関 友久,島内 宏明,0-0,●●
3,ストレート,149km/h,見逃し,大関 友久,島内 宏明,0-0,●●
4,ツーシーム,139km/h,ボール,大関 友久,島内 宏明,0-0,●●
5,ストレート,150km/h,ファウル  [止めたバットに当たる],大関 友久,島内 宏明,0-0,●●
6,フォーク,138km/h,四球,大関 友久,島内 宏明,0-0,●●
1,スライダー,134km/h,見逃し,大関 友久,銀次,0-0,●●●
2,ストレート,148km/h,ボール,大関 友久,銀次,0-0,●●●
3,ストレート,149km/h,ファウル,大関 友久,銀次,0-0,●●●
4,ストレート,149km/h,中飛  [スライディングキャッチ],大関 友久,銀次,0-0,●●●
1,ストレート,138km/h,見逃し,辛島 航,今宮 健太,0-0,●
2,シュート,138km/h,ボール,辛島 航,今宮 健太,0-0,●
3,チェンジアップ,122km/h,遊ゴロ  [バットの先],辛島 航,今宮 健太,0-0,●
1,カーブ,106km/h,左安,辛島 航,野村 勇,0-0,●
1,ストレート,139km/h,ボール,辛島 航,柳田 悠岐,0-0,●●●
2,スライダー,122km/h,空振り,辛島 航,柳田 悠岐,0-0,●●●
3,スライダー,123km/h,ボール,辛島 航,柳田 悠岐,0-0,●●●
4,ストレート,139km/h,遊併打  [送球がバウンド],辛島 航,柳田 悠岐,0-0,●●●
1,ストレート,147km/h,見逃し,大関 友久,辰己 涼介,0-0,
2,ストレート,148km/h,ボール,大関 友久,辰己 涼介,0-0,
3,フォーク,139km/h,ボール,大関 友久,辰己 涼介,0-0,
4,フォーク,137km/h,ボール,大関 友久,辰己 涼介,0-0,
5,ストレート,148km/h,見逃し,大関 友久,辰己 涼介,0-0,
6,ストレート,148km/h,中安,大関 友久,辰己 涼介,0-0,
1,ストレート,147km/h,ボール  [セーフティバント、バント構え],大関 友久,茂木 栄五郎,0-0,●
2,ストレート,147km/h,ファウル  [セーフティバント、バントファウル],大関 友久,茂木 栄五郎,0-0,●
3,ストレート,146km/h,ファウル,大関 友久,茂木 栄五郎,0-0,●
4,ストレート,149km/h,見三振  [構えたところにズバリ],大関 友久,茂木 栄五郎,0-0,●
1,ストレート,148km/h,ボール,大関 友久,川島 慶三,0-0,●●
2,ツーシーム,138km/h,ボール,大関 友久,川島 慶三,0-0,●●
3,ツーシーム,138km/h,ファウル,大関 友久,川島 慶三,0-0,●●
4,ストレート,148km/h,ファウル,大関 友久,川島 慶三,0-0,●●
5,ストレート,149km/h,ファウル,大関 友久,川島 慶三,0-0,●●
6,ストレート,149km/h,空三振  [振り遅れ],大関 友久,川島 慶三,0-0,●●
1,ストレート,148km/h,ボール,大関 友久,太田 光,0-0,●●●
2,ストレート,148km/h,見逃し,大関 友久,太田 光,0-0,●●●
1,ストレート,138km/h,見逃し,辛島 航,デスパイネ,0-0,●
2,ストレート,138km/h,ボール,辛島 航,デスパイネ,0-0,●
3,ストレート,139km/h,遊ゴロ,辛島 航,デスパイネ,0-0,●
1,スライダー,125km/h,ボール,辛島 航,牧原 大成,0-0,●
2,カーブ,107km/h,空振り,辛島 航,牧原 大成,0-0,●
3,ストレート,139km/h,ボール,辛島 航,牧原 大成,0-0,●
4,ストレート,138km/h,ボール,辛島 航,牧原 大成,0-0,●
5,スライダー,121km/h,四球,辛島 航,牧原 大成,0-0,●
1,チェンジアップ,122km/h,ボール,辛島 航,グラシアル,0-0,●●
2,ストレート,140km/h,ボール,辛島 航,グラシアル,0-0,●●
3,シュート,139km/h,ボール,辛島 航,グラシアル,0-0,●●
4,ストレート,138km/h,見逃し,辛島 航,グラシアル,0-0,●●
5,カーブ,108km/h,見逃し,辛島 航,グラシアル,0-0,●●
6,チェンジアップ,122km/h,中飛  [ランエンドヒット],辛島 航,グラシアル,0-0,●●
1,ストレート,139km/h,見逃し,辛島 航,中村 晃,0-0,●●●
2,ストレート,137km/h,ボール,辛島 航,中村 晃,0-0,●●●
3,ストレート,138km/h,ファウル,辛島 航,中村 晃,0-0,●●●
4,スライダー,124km/h,二ゴロ  [ランエンドヒット],辛島 航,中村 晃,0-0,●●●
1,ツーシーム,138km/h,見逃し,大関 友久,太田 光,0-0,●
2,フォーク,134km/h,空振り,大関 友久,太田 光,0-0,●
3,フォーク,134km/h,二ゴロ,大関 友久,太田 光,0-0,●
1,ストレート,148km/h,ボール,大関 友久,西川 遥輝,0-0,●●
2,ストレート,146km/h,見逃し,大関 友久,西川 遥輝,0-0,●●
3,ツーシーム,138km/h,ボール,大関 友久,西川 遥輝,0-0,●●
4,ストレート,148km/h,二ゴロ  [詰り],大関 友久,西川 遥輝,0-0,●●
1,スライダー,132km/h,ボール,大関 友久,小深田 大翔,0-0,●●●
2,ストレート,146km/h,見逃し,大関 友久,小深田 大翔,0-0,●●●
3,ストレート,147km/h,空振り  [ハーフスイング],大関 友久,小深田 大翔,0-0,●●●
4,フォーク,137km/h,ボール,大関 友久,小深田 大翔,0-0,●●●
5,フォーク,136km/h,二ゴロ,大関 友久,小深田 大翔,0-0,●●●
1,ストレート,136km/h,見逃し,辛島 航,正木 智也,0-0,●
2,ストレート,136km/h,ボール,辛島 航,正木 智也,0-0,●
3,スライダー,122km/h,ボール,辛島 航,正木 智也,0-0,●
4,カーブ,110km/h,ボール  [ハーフスイング],辛島 航,正木 智也,0-0,●
5,シュート,135km/h,空振り  [ファウルチップ],辛島 航,正木 智也,0-0,●
6,ストレート,137km/h,三直  [野手の正面をつく],辛島 航,正木 智也,0-0,●
1,カーブ,109km/h,見逃し,辛島 航,甲斐 拓也,0-0,●
2,ストレート,138km/h,ボール,辛島 航,甲斐 拓也,0-0,●
3,ストレート,137km/h,ボール,辛島 航,甲斐 拓也,0-0,●
4,ストレート,136km/h,ボール,辛島 航,甲斐 拓也,0-0,●
5,スライダー,121km/h,四球,辛島 航,甲斐 拓也,0-0,●
1,ストレート,138km/h,ボール,辛島 航,今宮 健太,0-0,●●●
2,スライダー,122km/h,ファウル,辛島 航,今宮 健太,0-0,●●●
3,シュート,138km/h,ボール,辛島 航,今宮 健太,0-0,●●●
4,スライダー,125km/h,ボール,辛島 航,今宮 健太,0-0,●●●
5,ストレート,138km/h,見逃し,辛島 航,今宮 健太,0-0,●●●
6,ストレート,137km/h,二直  [ランエンドヒット],辛島 航,今宮 健太,0-0,●●●
1,フォーク,134km/h,見逃し,大関 友久,浅村 栄斗,0-0,●
2,フォーク,134km/h,ボール  [ワンバウンド],大関 友久,浅村 栄斗,0-0,●
3,ストレート,148km/h,ファウル,大関 友久,浅村 栄斗,0-0,●
4,フォーク,135km/h,空三振,大関 友久,浅村 栄斗,0-0,●
1,ストレート,145km/h,空振り  [ハーフスイング],大関 友久,島内 宏明,0-0,●●
2,ストレート,147km/h,見逃し,大関 友久,島内 宏明,0-0,●●
3,スライダー,134km/h,ボール,大関 友久,島内 宏明,0-0,●●
4,スライダー,132km/h,空三振  [ファウルチップ],大関 友久,島内 宏明,0-0,●●
1,スライダー,137km/h,見逃し  [セーフティバント、バント構え],大関 友久,銀次,0-0,●●●
2,スライダー,132km/h,空振り,大関 友久,銀次,0-0,●●●
3,ストレート,147km/h,見三振  [構えたところにズバリ],大関 友久,銀次,0-0,●●●
1,カーブ,110km/h,ボール,辛島 航,野村 勇,0-0,●
2,チェンジアップ,122km/h,中飛,辛島 航,野村 勇,0-0,●
1,スライダー,121km/h,ファウル,辛島 航,柳田 悠岐,0-1,●
2,ストレート,138km/h,ボール,辛島 航,柳田 悠岐,0-1,●
3,カーブ,100km/h,左中本,辛島 航,柳田 悠岐,0-1,●
1,カーブ,105km/h,見逃し,辛島 航,デスパイネ,0-1,●●
2,チェンジアップ,123km/h,空振り,辛島 航,デスパイネ,0-1,●●
3,チェンジアップ,123km/h,ボール,辛島 航,デスパイネ,0-1,●●
4,チェンジアップ,123km/h,空三振  [ワンバウンド],辛島 航,デスパイネ,0-1,●●
1,ストレート,137km/h,ボール,辛島 航,牧原 大成,0-1,●●
2,ストレート,137km/h,見逃し,辛島 航,牧原 大成,0-1,●●
3,チェンジアップ,122km/h,空振り,辛島 航,牧原 大成,0-1,●●
4,スライダー,122km/h,中安  [泳ぎ、バットの先],辛島 航,牧原 大成,0-1,●●
1,カーブ,108km/h,見逃し,辛島 航,グラシアル,0-1,●●
2,ストレート,138km/h,見逃し,辛島 航,グラシアル,0-1,●●
3,ストレート,138km/h,ボール  [ランエンドヒット],辛島 航,グラシアル,0-1,●●
1,カーブ,108km/h,見逃し,辛島 航,グラシアル,0-1,●●●
2,ストレート,138km/h,見逃し,辛島 航,グラシアル,0-1,●●●
3,ストレート,138km/h,ボール  [ランエンドヒット],辛島 航,グラシアル,0-1,●●●
4,チェンジアップ,122km/h,ファウル,辛島 航,グラシアル,0-1,●●●
5,チェンジアップ,122km/h,中飛,辛島 航,グラシアル,0-1,●●●
1,ストレート,147km/h,ボール,大関 友久,辰己 涼介,0-1,
2,スライダー,131km/h,ボール,大関 友久,辰己 涼介,0-1,
3,ストレート,147km/h,ボール,大関 友久,辰己 涼介,0-1,
4,ストレート,145km/h,四球,大関 友久,辰己 涼介,0-1,
1,ストレート,145km/h,見逃し,大関 友久,茂木 栄五郎,0-1,●
2,スライダー,132km/h,ボール,大関 友久,茂木 栄五郎,0-1,●
3,ストレート,148km/h,ファウル,大関 友久,茂木 栄五郎,0-1,●
4,フォーク,135km/h,中飛,大関 友久,茂木 栄五郎,0-1,●
1,フォーク,134km/h,見逃し,大関 友久,川島 慶三,0-1,●●●
2,ストレート,146km/h,ボール,大関 友久,川島 慶三,0-1,●●●
3,フォーク,136km/h,遊併打,大関 友久,川島 慶三,0-1,●●●
1,チェンジアップ,120km/h,ボール,辛島 航,中村 晃,0-1,●
2,スライダー,120km/h,見逃し,辛島 航,中村 晃,0-1,●
3,スライダー,121km/h,ボール  [ワンバウンド],辛島 航,中村 晃,0-1,●
4,ストレート,134km/h,中飛,辛島 航,中村 晃,0-1,●
1,スライダー,120km/h,ボール,辛島 航,正木 智也,0-1,●●
2,シュート,136km/h,ボール,辛島 航,正木 智也,0-1,●●
3,ストレート,135km/h,ファウル,辛島 航,正木 智也,0-1,●●
4,カーブ,107km/h,ファウル  [自打球],辛島 航,正木 智也,0-1,●●
5,チェンジアップ,123km/h,二ゴロ  [バットの先],辛島 航,正木 智也,0-1,●●
1,スライダー,122km/h,見逃し,辛島 航,甲斐 拓也,0-1,●●●
2,ストレート,138km/h,見逃し,辛島 航,甲斐 拓也,0-1,●●●
3,チェンジアップ,125km/h,空三振  [ワンバウンド],辛島 航,甲斐 拓也,0-1,●●●
1,ストレート,148km/h,ボール,大関 友久,太田 光,0-1,●
2,ストレート,145km/h,ボール,大関 友久,太田 光,0-1,●
3,ストレート,145km/h,見逃し,大関 友久,太田 光,0-1,●
4,ストレート,146km/h,右飛,大関 友久,太田 光,0-1,●
1,スライダー,131km/h,見逃し,大関 友久,西川 遥輝,0-1,●●
2,フォーク,135km/h,ボール,大関 友久,西川 遥輝,0-1,●●
3,ストレート,146km/h,左飛,大関 友久,西川 遥輝,0-1,●●
1,スライダー,133km/h,見逃し,大関 友久,小深田 大翔,0-1,●●●
2,ストレート,145km/h,遊飛,大関 友久,小深田 大翔,0-1,●●●
1,シュート,133km/h,見逃し,辛島 航,今宮 健太,0-1,
2,シュート,134km/h,ボール,辛島 航,今宮 健太,0-1,
3,スライダー,120km/h,中２  [フェンス直撃],辛島 航,今宮 健太,0-1,
1,ストレート,133km/h,投犠打  [リプレー検証後判定変わらず],辛島 航,野村 勇,0-1,●
1,ストレート,148km/h,空振り,西口 直人,柳田 悠岐,0-1,●●
2,ストレート,151km/h,一ゴロ  [内野前進、ヘッドスライディング],西口 直人,柳田 悠岐,0-1,●●
1,ストレート,149km/h,見逃し,西口 直人,デスパイネ,0-1,●●●
2,ストレート,152km/h,ファウル,西口 直人,デスパイネ,0-1,●●●
3,フォーク,138km/h,空三振  [ワンバウンド、バットが捕手に直撃],西口 直人,デスパイネ,0-1,●●●
1,ストレート,146km/h,ファウル,大関 友久,浅村 栄斗,0-1,●
2,ストレート,144km/h,ボール,大関 友久,浅村 栄斗,0-1,●
3,ツーシーム,137km/h,ボール,大関 友久,浅村 栄斗,0-1,●
4,ツーシーム,137km/h,ボール,大関 友久,浅村 栄斗,0-1,●
5,ツーシーム,137km/h,見逃し,大関 友久,浅村 栄斗,0-1,●
6,ストレート,148km/h,右飛  [フェンスギリギリ],大関 友久,浅村 栄斗,0-1,●
1,ツーシーム,136km/h,ファウル,大関 友久,島内 宏明,0-1,●●
2,ストレート,146km/h,ボール,大関 友久,島内 宏明,0-1,●●
3,スライダー,136km/h,二ゴロ,大関 友久,島内 宏明,0-1,●●
1,スライダー,135km/h,ファウル,大関 友久,銀次,0-1,●●●
2,スライダー,133km/h,ファウル,大関 友久,銀次,0-1,●●●
3,フォーク,135km/h,ボール,大関 友久,銀次,0-1,●●●
4,フォーク,136km/h,空三振,大関 友久,銀次,0-1,●●●
1,スライダー,132km/h,空振り,鈴木 翔天,牧原 大成,0-1,●
2,スライダー,133km/h,ボール  [ワンバウンド],鈴木 翔天,牧原 大成,0-1,●
3,スライダー,133km/h,ファウル,鈴木 翔天,牧原 大成,0-1,●
4,ストレート,153km/h,見三振  [全く反応できず],鈴木 翔天,牧原 大成,0-1,●
1,ストレート,152km/h,見逃し,鈴木 翔天,グラシアル,0-1,●●
2,ストレート,146km/h,遊ゴロ  [バウンド高い、ランニングスロー],鈴木 翔天,グラシアル,0-1,●●
